,код класса,наименование класса,НоменклатураНаименование,НоменклатураНаименованиеПолное,НоменклатураРодитель,НоменклатураВидНоменклатуры,id,Наименование,n_abb,abb,upper_case,special,eng_letters,nums,version,n_tokens,level_0,level_1,level_2,level_3,level_4
6958,04.22.01.04.23,Комплекты ремонтные транспортных средств,Ремкомплект рулевых тяг 5320-3414008 Ремкомплект рулевых тяг 5320-3414008,Ремкомплект рулевых тяг 5320-3414008,запчасти КАМАЗ,Запчасти,93886,Ремкомплект рулевых тяг 5320-3414008,0,0,0,2,0,1,1,8,1,4,5,8,52
6959,04.22.01.04.23,Комплекты ремонтные транспортных средств,ремкомплект системы охлаждения ремкомплект системы охлаждения,ремкомплект системы охлаждения,запчасти КАМАЗ,Запчасти,93888,ремкомплект системы охлаждения,0,0,0,0,0,0,0,6,1,4,5,8,52
6960,04.22.01.04.23,Комплекты ремонтные транспортных средств,Ремкомплект системы подкачки колес КАМАЗ-4310 модернизированный(ООО НПО РОСТАР)Р620-3124000 Ремкомплект системы подкачки колес КАМАЗ-4310 модернизированный(ООО НПО РОСТАР)Р620-3124000,Ремкомплект системы подкачки колес КАМАЗ-4310 модернизированный(ООО НПО РОСТАР)Р620-3124000,ЛВ КАМАЗ,Запчасти,93889,Ремкомплект системы подкачки колес КАМАЗ-4310 модернизированный(ООО НПО РОСТАР)Р620-3124000,0,0,8,8,0,1,1,16,1,4,5,8,52
6961,04.22.01.04.23,Комплекты ремонтные транспортных средств,ремкомплект ступицы зад моста 53205-3104000 ремкомплект ступицы зад моста 53205-3104000,ремкомплект ступицы зад моста 53205-3104000,запчасти КАМАЗ,Запчасти,93891,ремкомплект ступицы зад моста 53205-3104000,0,0,0,2,0,1,1,10,1,4,5,8,52
6962,04.22.01.04.23,Комплекты ремонтные транспортных средств,ремкомплект тормозных трубок ПВХ ф 10 мм ремкомплект тормозных трубок ПВХ ф 10 мм,ремкомплект тормозных трубок ПВХ ф 10 мм,запчасти КАМАЗ,Запчасти,93899,ремкомплект тормозных трубок ПВХ ф 10 мм,0,0,2,0,0,1,0,14,1,4,5,8,52
6963,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Ремкомплект фильтра грубой очистки 7406,1012010РК Ремкомплект фильтра грубой очистки 7406,1012010РК","Ремкомплект фильтра грубой очистки 7406,1012010РК",запчасти КАМАЗ,Запчасти,93904,"Ремкомплект фильтра грубой очистки 7406,1012010РК",0,0,2,0,0,1,1,10,1,4,5,8,52
6964,04.22.01.04.23,Комплекты ремонтные транспортных средств,Ремкомплект фильтра масляного 1012083/85 Ремкомплект фильтра масляного 1012083/85,Ремкомплект фильтра масляного 1012083/85,запчасти КАМАЗ,Запчасти,93905,Ремкомплект фильтра масляного 1012083/85,0,0,0,2,0,1,1,8,1,4,5,8,52
6965,04.22.01.04.23,Комплекты ремонтные транспортных средств,Ремкомплект фильтра тонк.оч.топл. 30Р-1117000 Ремкомплект фильтра тонк.оч.топл. 30Р-1117000,Ремкомплект фильтра тонк.оч.топл. 30Р-1117000,запчасти КАМАЗ,Запчасти,93907,Ремкомплект фильтра тонк.оч.топл. 30Р-1117000,0,0,0,2,0,1,1,8,1,4,5,8,52
6966,04.22.01.04.23,Комплекты ремонтные транспортных средств,Ремкомплект штанги реактивной 5511-2919000 Ремкомплект штанги реактивной 5511-2919000,Ремкомплект штанги реактивной 5511-2919000,запчасти КАМАЗ,Запчасти,93912,Ремкомплект штанги реактивной 5511-2919000,0,0,0,2,0,1,1,8,1,4,5,8,52
6967,04.22.01.04.23,Комплекты ремонтные транспортных средств,З/Ч а/м Камаз: Р/к КПП З/Ч а/м Камаз: Р/к КПП,З/Ч а/м Камаз: Р/к КПП,З/ЧАСТИ КАМАЗ,Материал,96561,З/Ч а/м Камаз: Р/к КПП,6,1,2,6,0,0,0,10,1,4,5,8,52
6968,04.22.01.04.23,Комплекты ремонтные транспортных средств,Рем.компл.головки блока Рем.компл.головки блока,Рем.компл.головки блока,запчасти КАМАЗ,Запчасти,97548,Рем.компл.головки блока,0,0,0,0,0,0,0,4,1,4,5,8,52
6969,05.19.03,Товары канцелярские,"Визитница BRAUBERG, 240 Визитница BRAUBERG, 240","Визитница BRAUBERG, 240",25.9 Канцтовары (новый),Материал,111869,"Визитница BRAUBERG, 240",0,0,2,0,1,1,0,6,2,9,15,20,79
6970,05.19.03,Товары канцелярские,Визитница настольная Визитница настольная,Визитница настольная,Товары канцелярские,Прочие материалы (б/сч 10.06),406,Визитница настольная,0,0,0,0,0,0,0,4,2,9,15,20,79
6971,04.22.01.04.23,Комплекты ремонтные транспортных средств,Рем.комплект фильтра тон.очистки 740-1117117-00 Рем.комплект фильтра тон.очистки 740-1117117-00,Рем.комплект фильтра тон.очистки 740-1117117-00,ЛВ КАМАЗ,Запчасти,97560,Рем.комплект фильтра тон.очистки 740-1117117-00,0,0,0,4,0,1,1,8,1,4,5,8,52
6972,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к 53205-3509015 Р/к 53205-3509015,Р/к 53205-3509015,ЛВ КАМАЗ,Товар,98954,Р/к 53205-3509015,2,1,0,4,0,1,1,4,1,4,5,8,52
6973,05.19.03,Товары канцелярские,Гуашь Гуашь,Гуашь,Товары канцелярские,Прочие материалы (б/сч 10.06),45498,Гуашь,0,0,0,0,0,0,0,2,2,9,15,20,79
6974,05.19.03,Товары канцелярские,Гуашь Гуашь,Гуашь,Канц. товары,Канц. товары,135051,Гуашь,0,0,0,0,0,0,0,2,2,9,15,20,79
6975,04.22.01.04.23,Комплекты ремонтные транспортных средств,р/к г/ц подъема кузова 612 р/к г/ц подъема кузова 612,р/к г/ц подъема кузова 612,запчасти КАМАЗ,Запчасти,98971,р/к г/ц подъема кузова 612,4,1,0,4,0,1,0,10,1,4,5,8,52
6976,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к двигателя Камаз Р/к двигателя Камаз,Р/к двигателя Камаз,запчасти КАМАЗ,Запчасти,102307,Р/к двигателя Камаз,2,1,0,2,0,0,0,6,1,4,5,8,52
6977,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к двигателя КАМАЗЕВРО-3,полный(ФСТ,прокладка+кольца+сальники)(35 поз.),КАМРТИ 740.30-Р-1002009-35 Р/к двигателя КАМАЗЕВРО-3,полный(ФСТ,прокладка+кольца+сальники)(35 поз.),КАМРТИ 740.30-Р-1002009-35","Р/к двигателя КАМАЗЕВРО-3,полный(ФСТ,прокладка+кольца+сальники)(35 поз.),КАМРТИ 740.30-Р-1002009-35",ЛВ КАМАЗ,Запчасти,102309,"Р/к двигателя КАМАЗЕВРО-3,полный(ФСТ,прокладка+кольца+сальники)(35 поз.),КАМРТИ 740.30-Р-1002009-35",2,1,6,18,0,1,1,10,1,4,5,8,52
6978,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к деталей для замены ф-ра тон.оч.масла 740 Р/к деталей для замены ф-ра тон.оч.масла 740,Р/к деталей для замены ф-ра тон.оч.масла 740,ЛВ КАМАЗ,Запчасти,102310,Р/к деталей для замены ф-ра тон.оч.масла 740,2,1,0,4,0,1,0,14,1,4,5,8,52
6979,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к для нажимного диска Р/к для нажимного диска,Р/к для нажимного диска,запчасти КАМАЗ,Запчасти,102314,Р/к для нажимного диска,2,1,0,2,0,0,0,8,1,4,5,8,52
6980,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к ЕВРО Камаз 27-000023 Р/к ЕВРО Камаз 27-000023,Р/к ЕВРО Камаз 27-000023,запчасти КАМАЗ,Запчасти,102318,Р/к ЕВРО Камаз 27-000023,2,1,2,4,0,1,1,8,1,4,5,8,52
6981,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к КАМАЗ-ЕВРО фильтра грубой очистки масла силикон (2 поз./4 дет.) (СТРОЙМАШ) 7406-Р-1012083/86-С Р/к КАМАЗ-ЕВРО фильтра грубой очистки масла силикон (2 поз./4 дет.) (СТРОЙМАШ) 7406-Р-1012083/86-С,Р/к КАМАЗ-ЕВРО фильтра грубой очистки масла силикон (2 поз./4 дет.) (СТРОЙМАШ) 7406-Р-1012083/86-С,ЛВ КАМАЗ,Запчасти,102319,Р/к КАМАЗ-ЕВРО фильтра грубой очистки масла силикон (2 поз./4 дет.) (СТРОЙМАШ) 7406-Р-1012083/86-С,2,1,6,22,0,1,1,24,1,4,5,8,52
6982,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к копрессора 53205-3509003-01 Р/к копрессора 53205-3509003-01,Р/к копрессора 53205-3509003-01,ЛВ КАМАЗ,Запчасти,102322,Р/к копрессора 53205-3509003-01,2,1,0,6,0,1,1,6,1,4,5,8,52
6983,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к масляного фильтра КАМАЗ Евро (силикон) (СТРОЙМАШ) 7406-Р-1012010-С Р/к масляного фильтра КАМАЗ Евро (силикон) (СТРОЙМАШ) 7406-Р-1012010-С,Р/к масляного фильтра КАМАЗ Евро (силикон) (СТРОЙМАШ) 7406-Р-1012010-С,ЛВ КАМАЗ,Запчасти,102333,Р/к масляного фильтра КАМАЗ Евро (силикон) (СТРОЙМАШ) 7406-Р-1012010-С,2,1,4,16,0,1,1,16,1,4,5,8,52
6984,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к масляного фильтра ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 740-Р-1012000-Стр. Р/к масляного фильтра ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 740-Р-1012000-Стр.","Р/к масляного фильтра ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 740-Р-1012000-Стр.",ЛВ КАМАЗ,Запчасти,102334,"Р/к масляного фильтра ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 740-Р-1012000-Стр.",4,1,4,16,0,1,1,20,1,4,5,8,52
6985,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к медных шайб КАМАЗ Р/к медных шайб КАМАЗ,Р/к медных шайб КАМАЗ,ЛВ КАМАЗ,Запчасти,102335,Р/к медных шайб КАМАЗ,2,1,2,2,0,0,0,8,1,4,5,8,52
6986,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к межосевого дифференциала КАМАЗ (ОАО КАМАЗ) 53205-2506081 Р/к межосевого дифференциала КАМАЗ (ОАО КАМАЗ) 53205-2506081,Р/к межосевого дифференциала КАМАЗ (ОАО КАМАЗ) 53205-2506081,ЛВ КАМАЗ,Запчасти,102337,Р/к межосевого дифференциала КАМАЗ (ОАО КАМАЗ) 53205-2506081,2,1,6,8,0,1,1,14,1,4,5,8,52
6987,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к мов.ю 33.1121010-01(РТИ.ШАЙБЫ) 33-1121003-40 Р/к мов.ю 33.1121010-01(РТИ.ШАЙБЫ) 33-1121003-40,Р/к мов.ю 33.1121010-01(РТИ.ШАЙБЫ) 33-1121003-40,ЛВ КАМАЗ,Товар,102339,Р/к мов.ю 33.1121010-01(РТИ.ШАЙБЫ) 33-1121003-40,2,1,4,12,0,1,1,8,1,4,5,8,52
6988,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к на 8 гильз дв. ЕВРО ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 7405-Р-1002008-01 Ст Р/к на 8 гильз дв. ЕВРО ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 7405-Р-1002008-01 Ст","Р/к на 8 гильз дв. ЕВРО ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 7405-Р-1002008-01 Ст",ЛВ КАМАЗ,Запчасти,102340,"Р/к на 8 гильз дв. ЕВРО ФСИ-65 (2 поз.) фтор/силикон, Строймаш, КАМРТИ 7405-Р-1002008-01 Ст",4,1,6,16,0,1,1,28,1,4,5,8,52
6989,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к наконечника 5320-3414008 (КАМАЗ) Р/к наконечника 5320-3414008 (КАМАЗ),Р/к наконечника 5320-3414008 (КАМАЗ),ЛВ КАМАЗ,Запчасти,102342,Р/к наконечника 5320-3414008 (КАМАЗ),2,1,2,8,0,1,1,8,1,4,5,8,52
6990,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к паронит прокладок КПП 154 Р/к паронит прокладок КПП 154,Р/к паронит прокладок КПП 154,запчасти КАМАЗ,Запчасти,105954,Р/к паронит прокладок КПП 154,2,1,2,2,0,1,0,10,1,4,5,8,52
6991,06.11.03,Багры пожарные,Багор пожарный Багор пожарный,Багор пожарный,Инструмент,Материал,19790,Багор пожарный,0,0,0,0,0,0,0,4,3,13,29,54,113
6992,03.11.02.04,Мониторы,Монитор (Оргтехника) Монитор (Оргтехника),Монитор (Оргтехника),Мониторы,Основные средства,20251,Монитор (Оргтехника),0,0,0,4,0,0,0,4,0,0,1,1,1
6993,03.11.02.04,Мониторы,Монитор (Оргтехника) Монитор (Оргтехника),Монитор (Оргтехника),Мониторы,Основные средства,20256,Монитор (Оргтехника),0,0,0,4,0,0,0,4,0,0,1,1,1
6994,03.11.02.04,Мониторы,Монитор (Оргтехника) Монитор (Оргтехника),Монитор (Оргтехника),Мониторы,Основные средства,20261,Монитор (Оргтехника),0,0,0,4,0,0,0,4,0,0,1,1,1
6995,06.04.03.01,Микрометры,Микрометр МК 150-175 Микрометр МК 150-175,Микрометр МК 150-175,ПРИБОРЫ,Материал,21077,Микрометр МК 150-175,0,0,2,2,0,1,1,6,3,12,27,50,109
6996,06.04.03.01,Микрометры,Микрометр МК 25-50 Микрометр МК 25-50,Микрометр МК 25-50,ПРИБОРЫ,Материал,21080,Микрометр МК 25-50,0,0,2,2,0,1,1,6,3,12,27,50,109
6997,06.04.03.01,Микрометры,Микрометр МК 325-375 Микрометр МК 325-375,Микрометр МК 325-375,ПРИБОРЫ,Материал,21083,Микрометр МК 325-375,0,0,2,2,0,1,1,6,3,12,27,50,109
6998,06.04.03.01,Микрометры,Микрометр МК 50-75 Микрометр МК 50-75,Микрометр МК 50-75,ПРИБОРЫ,Материал,21086,Микрометр МК 50-75,0,0,2,2,0,1,1,6,3,12,27,50,109
6999,05.19.03,Товары канцелярские,Доска магнитно-маркерная Доска магнитно-маркерная,Доска магнитно-маркерная,Товары канцелярские,Инвентарь и хоз.принадлежности (б/сч 10.09),17822,Доска магнитно-маркерная,0,0,0,2,0,0,0,4,2,9,15,20,79
7000,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к прокладок на РК КАМАЗ (14 поз.), паронит, КАМРТИ 4310-Р-1802000 Р/к прокладок на РК КАМАЗ (14 поз.), паронит, КАМРТИ 4310-Р-1802000","Р/к прокладок на РК КАМАЗ (14 поз.), паронит, КАМРТИ 4310-Р-1802000",ЛВ КАМАЗ,Запчасти,105970,"Р/к прокладок на РК КАМАЗ (14 поз.), паронит, КАМРТИ 4310-Р-1802000",2,1,6,10,0,1,1,20,1,4,5,8,52
7001,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к регулятора ч.в.(паронио,рти) 337-1111003-40 Р/к регулятора ч.в.(паронио,рти) 337-1111003-40","Р/к регулятора ч.в.(паронио,рти) 337-1111003-40",ЛВ КАМАЗ,Товар,105977,"Р/к регулятора ч.в.(паронио,рти) 337-1111003-40",2,1,0,10,0,1,1,8,1,4,5,8,52
7002,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к сист.подкачки/Ростар/ 3124000-620Р Р/к сист.подкачки/Ростар/ 3124000-620Р,Р/к сист.подкачки/Ростар/ 3124000-620Р,ЛВ КАМАЗ,Запчасти,105987,Р/к сист.подкачки/Ростар/ 3124000-620Р,4,1,0,8,0,1,1,6,1,4,5,8,52
7003,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/К системы охлаждения 740.1303018/19/99/172РК Р/К системы охлаждения 740.1303018/19/99/172РК,Р/К системы охлаждения 740.1303018/19/99/172РК,ЛВ КАМАЗ,Запчасти,105988,Р/К системы охлаждения 740.1303018/19/99/172РК,2,1,2,8,0,1,1,8,1,4,5,8,52
7004,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к системы охлаждения 740-1303009 Р/к системы охлаждения 740-1303009,Р/к системы охлаждения 740-1303009,ЛВ КАМАЗ,Запчасти,105989,Р/к системы охлаждения 740-1303009,2,1,0,4,0,1,1,8,1,4,5,8,52
7005,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/К СИСТЕМЫ ОХЛАЖДЕНИЯ ЕВРО-2 (РТИ+ПАР)8 ПОЗ 7406-1303000-01 Р/К СИСТЕМЫ ОХЛАЖДЕНИЯ ЕВРО-2 (РТИ+ПАР)8 ПОЗ 7406-1303000-01,Р/К СИСТЕМЫ ОХЛАЖДЕНИЯ ЕВРО-2 (РТИ+ПАР)8 ПОЗ 7406-1303000-01,ЛВ КАМАЗ,Запчасти,105990,Р/К СИСТЕМЫ ОХЛАЖДЕНИЯ ЕВРО-2 (РТИ+ПАР)8 ПОЗ 7406-1303000-01,2,1,12,12,0,1,1,14,1,4,5,8,52
7006,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к ТНВД дв. ЯМЗ-8401, 850 (РТИ, паронит, медь) 185-Р-1111013 Р/к ТНВД дв. ЯМЗ-8401, 850 (РТИ, паронит, медь) 185-Р-1111013","Р/к ТНВД дв. ЯМЗ-8401, 850 (РТИ, паронит, медь) 185-Р-1111013",ЛВ КАМАЗ,Запчасти,106000,"Р/к ТНВД дв. ЯМЗ-8401, 850 (РТИ, паронит, медь) 185-Р-1111013",2,1,6,12,0,1,1,18,1,4,5,8,52
7007,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к ТНВД ЕВРО (4 поз.), паронит, КАМРТИ 332/337-Р-1111000-40 Р/к ТНВД ЕВРО (4 поз.), паронит, КАМРТИ 332/337-Р-1111000-40","Р/к ТНВД ЕВРО (4 поз.), паронит, КАМРТИ 332/337-Р-1111000-40",ЛВ КАМАЗ,Товар,106002,"Р/к ТНВД ЕВРО (4 поз.), паронит, КАМРТИ 332/337-Р-1111000-40",2,1,6,14,0,1,1,16,1,4,5,8,52
7008,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к топливного фильтра (3 поз.) КАМРТИ 740-Р-1117000 Р/к топливного фильтра (3 поз.) КАМРТИ 740-Р-1117000,Р/к топливного фильтра (3 поз.) КАМРТИ 740-Р-1117000,ЛВ КАМАЗ,Запчасти,106004,Р/к топливного фильтра (3 поз.) КАМРТИ 740-Р-1117000,2,1,2,10,0,1,1,14,1,4,5,8,52
7009,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к топливного фильтра 740-1117010 Р/к топливного фильтра 740-1117010,Р/к топливного фильтра 740-1117010,ЛВ КАМАЗ,Запчасти,109348,Р/к топливного фильтра 740-1117010,2,1,0,4,0,1,1,8,1,4,5,8,52
7010,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/К тормозной колодки 53205-3501105 Р/К тормозной колодки 53205-3501105,Р/К тормозной колодки 53205-3501105,запчасти КАМАЗ,Запчасти,109355,Р/К тормозной колодки 53205-3501105,2,1,0,4,0,1,1,8,1,4,5,8,52
7011,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к тормозной колодки 53229 (ООО механизмы ""АККОР"")53229-3501105-СР Р/к тормозной колодки 53229 (ООО механизмы ""АККОР"")53229-3501105-СР","Р/к тормозной колодки 53229 (ООО механизмы ""АККОР"")53229-3501105-СР",ЛВ КАМАЗ,Запчасти,109356,"Р/к тормозной колодки 53229 (ООО механизмы ""АККОР"")53229-3501105-СР",2,1,6,10,0,1,1,14,1,4,5,8,52
7012,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к тормозной трубки d=10 d10 Р/к тормозной трубки d=10 d10,Р/к тормозной трубки d=10 d10,ЛВ КАМАЗ,Запчасти,109358,Р/к тормозной трубки d=10 d10,2,1,0,2,1,1,1,10,1,4,5,8,52
7013,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к тормозной трубки d=12 Р/к тормозной трубки d=12,Р/к тормозной трубки d=12,ЛВ КАМАЗ,Запчасти,109359,Р/к тормозной трубки d=12,2,1,0,2,1,1,0,8,1,4,5,8,52
7014,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к тормозной трубки d=8 Р/к тормозной трубки d=8,Р/к тормозной трубки d=8,ЛВ КАМАЗ,Запчасти,109360,Р/к тормозной трубки d=8,2,1,0,2,1,1,0,8,1,4,5,8,52
7015,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к тормозных колодок КАМАЗ (ВАТИ) 53229-3501105-КАС Р/к тормозных колодок КАМАЗ (ВАТИ) 53229-3501105-КАС,Р/к тормозных колодок КАМАЗ (ВАТИ) 53229-3501105-КАС,ЛВ КАМАЗ,Запчасти,109362,Р/к тормозных колодок КАМАЗ (ВАТИ) 53229-3501105-КАС,2,1,6,10,0,1,1,12,1,4,5,8,52
7016,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к тормозных колодок КАМАЗ после 2013 г (ТИИР) 53205-3501105-51 Р/к тормозных колодок КАМАЗ после 2013 г (ТИИР) 53205-3501105-51,Р/к тормозных колодок КАМАЗ после 2013 г (ТИИР) 53205-3501105-51,ЛВ КАМАЗ,Запчасти,109363,Р/к тормозных колодок КАМАЗ после 2013 г (ТИИР) 53205-3501105-51,2,1,4,10,0,1,1,18,1,4,5,8,52
7017,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к тормозных колодок КАМАЗ с разными накладками(на одну ось) 53205-3501105-51К Р/к тормозных колодок КАМАЗ с разными накладками(на одну ось) 53205-3501105-51К,Р/к тормозных колодок КАМАЗ с разными накладками(на одну ось) 53205-3501105-51К,ЛВ КАМАЗ,Запчасти,109364,Р/к тормозных колодок КАМАЗ с разными накладками(на одну ось) 53205-3501105-51К,2,1,2,10,0,1,1,20,1,4,5,8,52
7018,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к трубки ПВХ d=10*1(фитинг)осевой PUC 10 Р/к трубки ПВХ d=10*1(фитинг)осевой PUC 10,Р/к трубки ПВХ d=10*1(фитинг)осевой PUC 10,ЛВ КАМАЗ,Запчасти,109366,Р/к трубки ПВХ d=10*1(фитинг)осевой PUC 10,2,1,4,8,1,1,1,12,1,4,5,8,52
7019,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к трубки ПВХ d=12*1(фитинг)осевой PUC 12 Р/к трубки ПВХ d=12*1(фитинг)осевой PUC 12,Р/к трубки ПВХ d=12*1(фитинг)осевой PUC 12,ЛВ КАМАЗ,Запчасти,109368,Р/к трубки ПВХ d=12*1(фитинг)осевой PUC 12,2,1,4,8,1,1,1,12,1,4,5,8,52
7020,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к трубки ПВХ d=14*1 (фитинг) осевой PUC 14 Р/к трубки ПВХ d=14*1 (фитинг) осевой PUC 14,Р/к трубки ПВХ d=14*1 (фитинг) осевой PUC 14,ЛВ КАМАЗ,Запчасти,109369,Р/к трубки ПВХ d=14*1 (фитинг) осевой PUC 14,2,1,4,8,1,1,1,16,1,4,5,8,52
7021,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к трубки ПВХ d=6*1(фитинг)осевой PUC 06 Р/к трубки ПВХ d=6*1(фитинг)осевой PUC 06,Р/к трубки ПВХ d=6*1(фитинг)осевой PUC 06,ЛВ КАМАЗ,Запчасти,109370,Р/к трубки ПВХ d=6*1(фитинг)осевой PUC 06,2,1,4,8,1,1,1,12,1,4,5,8,52
7022,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к трубки ПВХ d=8*1(фитинг)осевой PUC 08 Р/к трубки ПВХ d=8*1(фитинг)осевой PUC 08,Р/к трубки ПВХ d=8*1(фитинг)осевой PUC 08,ЛВ КАМАЗ,Запчасти,109371,Р/к трубки ПВХ d=8*1(фитинг)осевой PUC 08,2,1,4,8,1,1,1,12,1,4,5,8,52
7023,04.22.01.04.23,Комплекты ремонтные транспортных средств,"Р/к турбокомпрессоров ТКР7С, ТКР7Р (6 наим.) 7403-Р-1118009-02 Р/к турбокомпрессоров ТКР7С, ТКР7Р (6 наим.) 7403-Р-1118009-02","Р/к турбокомпрессоров ТКР7С, ТКР7Р (6 наим.) 7403-Р-1118009-02",ЛВ КАМАЗ,Запчасти,109374,"Р/к турбокомпрессоров ТКР7С, ТКР7Р (6 наим.) 7403-Р-1118009-02",2,1,4,12,0,1,1,14,1,4,5,8,52
7024,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к ФГОТ 236-1105001 Р/к ФГОТ 236-1105001,Р/к ФГОТ 236-1105001,запчасти КАМАЗ,Запчасти,109380,Р/к ФГОТ 236-1105001,2,1,2,4,0,1,1,6,1,4,5,8,52
7025,03.11.02.04,Мониторы,"Монитор 15 ""PHILIPS 150S6FS Монитор 15 ""PHILIPS 150S6FS","Монитор 15 ""PHILIPS 150S6FS",Оборудование (объекты основных средств),Материал,22701,"Монитор 15 ""PHILIPS 150S6FS",0,0,4,0,1,1,1,8,0,0,1,1,1
7026,03.11.02.04,Мониторы,Монитор 17' LG 1718S TFT Монитор 17' LG 1718S TFT,Монитор 17' LG 1718S TFT,ОСНОВНЫЕ <10000,Материал,22706,Монитор 17' LG 1718S TFT,0,0,4,0,1,1,1,10,0,0,1,1,1
7027,03.11.02.04,Мониторы,Монитор 17' TFT ViewSonic VA1716w Монитор 17' TFT ViewSonic VA1716w,Монитор 17' TFT ViewSonic VA1716w,ОСНОВНЫЕ <10000,Материал,22709,Монитор 17' TFT ViewSonic VA1716w,0,0,4,0,1,1,1,10,0,0,1,1,1
7028,05.19.03,Товары канцелярские,Доска магнитно-маркерная Доска магнитно-маркерная,Доска магнитно-маркерная,Товары канцелярские,Инвентарь и хоз.принадлежности (б/сч 10.09),17824,Доска магнитно-маркерная,0,0,0,2,0,0,0,4,2,9,15,20,79
7029,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к фильтра масл.Камаз Р/к фильтра масл.Камаз,Р/к фильтра масл.Камаз,запчасти КАМАЗ,Запчасти,109381,Р/к фильтра масл.Камаз,2,1,0,2,0,0,0,6,1,4,5,8,52
7030,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к фильтра топливного 740.1117000 Р/к фильтра топливного 740.1117000,Р/к фильтра топливного 740.1117000,запчасти КАМАЗ,Запчасти,109386,Р/к фильтра топливного 740.1117000,2,1,0,2,0,1,1,8,1,4,5,8,52
7031,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к ФТОТ 236-1117001 Р/к ФТОТ 236-1117001,Р/к ФТОТ 236-1117001,запчасти КАМАЗ,Запчасти,109388,Р/к ФТОТ 236-1117001,2,1,2,4,0,1,1,6,1,4,5,8,52
7032,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к ФТОТ КАМАЗ (силикон+NBR) зеленый/черный (ОРИОН) КАМАЗ-Р-1111007-CNBR Р/к ФТОТ КАМАЗ (силикон+NBR) зеленый/черный (ОРИОН) КАМАЗ-Р-1111007-CNBR,Р/к ФТОТ КАМАЗ (силикон+NBR) зеленый/черный (ОРИОН) КАМАЗ-Р-1111007-CNBR,ЛВ КАМАЗ,Запчасти,109389,Р/к ФТОТ КАМАЗ (силикон+NBR) зеленый/черный (ОРИОН) КАМАЗ-Р-1111007-CNBR,4,1,12,18,1,1,1,14,1,4,5,8,52
7033,04.22.01.04.23,Комплекты ремонтные транспортных средств,Р/к шкворня 53205-3001101 Р/к шкворня 53205-3001101,Р/к шкворня 53205-3001101,запчасти КАМАЗ,Запчасти,109397,Р/к шкворня 53205-3001101,2,1,0,4,0,1,1,6,1,4,5,8,52
